iso_2,iso_3,continent,country,year,rate,gdp,oecd,eu27,gseven,gtwenty,brics,data_source,retrieval_date,notes
KR,KOR,AS,Republic of Korea,1992,,472.329467773438,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,1993,,504.813781738281,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,1994,,551.603271484375,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,1995,,604.637573242188,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,1996,,652.347717285156,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,1997,30.8,692.601196289062,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,1998,30.8,657.074523925781,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,1999,30.8,732.4208984375,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,2000,30.8,798.784301757812,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,2001,30.8,837.544555664062,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,2002,29.7,902.246032714844,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,2003,29.7,930.642395019531,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,2004,29.7,979.011474609375,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,2005,27.5,1021.19262695312,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,2006,27.5,1074.95153808594,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,2007,27.5,1137.2939453125,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,2008,27.5,1171.56030273438,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,2009,24.2,1180.84741210938,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,2010,24.2,1261.20190429688,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,2011,24.2,1307.68566894531,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,2012,24.2,1339.10314941406,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,2013,24.2,1381.48193359375,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,2014,24.2,1425.72326660156,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,2015,24.2,1465.77319335938,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,2016,24.2,1508.9677734375,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,2017,24.2,1556.64587402344,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,2018,27.5,1598.12915039062,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,2019,27.5,1630.62170410156,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,2020,27.5,1616.72877765363,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,2021,27.5,1681.20626758913,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,2022,27.5,1731.64245561681,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,2023,26.5,1783.59172928531,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,1970,,63.7424049377441,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,1971,,70.4643707275391,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,1972,,75.5479202270508,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,1973,,86.8032989501953,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,1974,,95.0598907470703,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,1975,,102.512512207031,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,1976,,116.06615447998,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,1977,,130.384063720703,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,1978,,144.664993286133,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,1979,,157.209228515625,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,2024,,1822.83074732959,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,2025,,1859.94591102699,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,2026,,1897.14482924753,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,2027,,1933.19058055092,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,2028,,1967.98801007902,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,2029,,1999.47581870949,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,2030,,2029.46795599013,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,2031,,2059.90997532999,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,2032,,2090.80862495994,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,1980,40.0,41.7581672668457,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,1981,40.0,44.6570625305176,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,1982,40.0,47.3111000061035,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,1983,40.0,50.269100189209,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,1984,40.0,54.1708831787109,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,1985,40.0,53.6154937744141,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,1986,40.0,54.2806434631348,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,1987,40.0,57.0988616943359,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,1988,40.0,62.7731857299805,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,1989,35.0,68.4601821899414,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,1990,35.0,74.6274337768555,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,1991,35.0,81.7509765625,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,1992,35.0,89.0146484375,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,1993,34.0,97.8225936889648,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,1994,32.0,106.834060668945,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,1995,30.0,117.334861755371,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,1996,30.0,129.071517944336,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,1997,30.0,138.523101806641,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,1998,28.0,128.328598022461,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,1999,28.0,136.204925537109,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,2000,28.0,148.271133422852,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,2001,28.0,149.038696289062,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,2002,28.0,157.073348999023,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,2003,28.0,166.165542602539,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,2004,28.0,177.437271118164,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,2005,28.0,186.898483276367,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,2006,28.0,197.336471557617,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,2007,27.0,209.766265869141,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,2008,26.0,219.901702880859,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,2009,25.0,216.573425292969,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,2010,25.0,232.653671264648,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,2011,25.0,244.970153808594,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,2012,25.0,258.378479003906,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,2013,25.0,270.506042480469,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,2014,25.0,286.754608154297,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,2015,25.0,301.354766845703,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,2016,24.0,314.764312744141,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,2017,24.0,332.837554931641,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,2018,24.0,348.619384765625,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,2019,24.0,363.715362548828,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,2020,24.0,343.040484081656,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,2021,24.0,354.029309250184,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,2022,24.0,376.687185042195,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,2023,24.0,394.014795554137,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,1970,,18.8841609954834,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,1971,,20.7791213989258,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,1972,,22.7299575805664,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,1973,,25.3896083831787,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,1974,,27.5016841888428,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,1975,,27.7219924926758,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,1976,,30.9276218414307,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,1977,,33.3254585266113,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,1978,,35.5429000854492,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,1979,,38.865837097168,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,2024,,411.816190995956,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,2025,,430.361610455735,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,2026,,449.727882926244,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,2027,,469.965637657924,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,2028,,491.114091352531,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,2029,,513.214225463395,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,2030,,535.282438137199,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,2031,,558.299583998069,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
MY,MYS,AS,Malaysia,2032,,582.306467174858,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
SG,SGP,AS,Singapore,1980,40.0,33.6596603393555,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
SG,SGP,AS,Singapore,1981,40.0,37.3003349304199,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
SG,SGP,AS,Singapore,1982,40.0,39.9494476318359,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
SG,SGP,AS,Singapore,1983,40.0,43.3669624328613,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
SG,SGP,AS,Singapore,1984,40.0,47.1799507141113,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
SG,SGP,AS,Singapore,1985,40.0,46.8860931396484,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
SG,SGP,AS,Singapore,1986,40.0,47.5157089233398,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
SG,SGP,AS,Singapore,1987,33.0,52.6463508605957,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
SG,SGP,AS,Singapore,1988,33.0,58.576301574707,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
SG,SGP,AS,Singapore,1989,33.0,64.5268402099609,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
SG,SGP,AS,Singapore,1990,32.0,70.8640518188477,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
SG,SGP,AS,Singapore,1991,31.0,75.6037979125977,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
SG,SGP,AS,Singapore,1992,31.0,80.623649597168,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
SG,SGP,AS,Singapore,1993,30.0,89.865364074707,0,0,0,0,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
